source_id,target_id,rationale,verification_method,status
TC-HWSW-001,COMP-008,Tests HAL GPIO position sensor read on target hardware,HW/SW integration test with STM32H743,verified
TC-HWSW-001,COMP-004,Tests DSM integration with HAL position sensor on hardware,HW/SW integration test,verified
TC-HWSW-002,COMP-008,Tests HAL GPIO lock sensor 2oo2 integration on hardware,HW/SW integration test with dual sensor inputs,verified
TC-HWSW-002,COMP-004,Tests DSM lock sensor voting integration on hardware,HW/SW integration test,verified
TC-HWSW-003,COMP-008,Tests HAL GPIO obstacle sensor ISR on real STM32H743 hardware,HW/SW integration test with interrupt latency measurement,verified
TC-HWSW-003,COMP-003,Tests OBD obstacle detection integration on hardware,HW/SW integration test,verified
TC-HWSW-004,COMP-008,Tests HAL hardware watchdog (IWDG) initialization and operation,HW/SW integration test on target hardware,verified
TC-HWSW-004,COMP-001,Tests SKN integration with watchdog status on hardware,HW/SW integration test,verified
TC-HWSW-005,COMP-008,Tests HAL watchdog timeout and reset behavior on hardware,HW/SW integration test with refresh withheld,verified
TC-HWSW-005,COMP-001,Tests SKN safe state escalation on watchdog timeout,HW/SW integration test,verified
TC-HWSW-006,COMP-008,Tests HAL GPIO lock actuator output on target hardware,HW/SW integration test with oscilloscope,verified
TC-HWSW-006,COMP-004,Tests DSM lock actuator command integration on hardware,HW/SW integration test,verified
TC-HWSW-007,COMP-008,Tests HAL PWM duty cycle output on STM32H743 TIM1,HW/SW integration test with oscilloscope measurement,verified
TC-HWSW-007,COMP-004,Tests DSM motor PWM command integration on hardware,HW/SW integration test,verified
TC-HWSW-008,COMP-008,Tests HAL motor direction GPIO output on target hardware,HW/SW integration test with logic analyser,verified
TC-HWSW-008,COMP-004,Tests DSM motor direction command integration on hardware,HW/SW integration test,verified
TC-HWSW-009,COMP-008,Tests HAL motor fail-safe (duty=0) on safe state,HW/SW integration test with oscilloscope verification,verified
TC-HWSW-009,COMP-001,Tests SKN safe state broadcast integration with HAL motor on hardware,HW/SW integration test,verified
TC-HWSW-009,COMP-004,Tests DSM motor fail-safe integration on hardware,HW/SW integration test,verified
TC-HWSW-010,COMP-008,Tests HAL CAN bus RX on STM32H743 bxCAN controller,HW/SW integration test with CAN analyser,verified
TC-HWSW-010,COMP-006,Tests TCI CAN RX integration on target hardware,HW/SW integration test,verified
TC-HWSW-010,COMP-002,Tests SPM speed message processing on hardware,HW/SW integration test,verified
TC-HWSW-011,COMP-008,Tests HAL CAN bus TX on STM32H743 bxCAN controller,HW/SW integration test with CAN analyser capture,verified
TC-HWSW-011,COMP-006,Tests TCI CAN TX departure interlock frame on hardware,HW/SW integration test,verified
TC-HWSW-011,COMP-001,Tests SKN departure interlock integration with CAN TX on hardware,HW/SW integration test,verified
TC-HWSW-012,COMP-008,Tests HAL CAN TX fault report frame on hardware,HW/SW integration test with CAN analyser,verified
TC-HWSW-012,COMP-006,Tests TCI fault report TX integration on hardware,HW/SW integration test,verified
TC-HWSW-012,COMP-005,Tests FMG fault report integration with CAN TX on hardware,HW/SW integration test,verified
