source_id,target_id,rationale,verification_method,status
TC-HWSW-001,REQ-INT-002,Tests door position sensor GPIO interface requirement,HW/SW integration test with signal injection,verified
TC-HWSW-001,REQ-SAFE-007,Verifies 2oo2 position sensor requirement on hardware,HW/SW integration test with dual sensor voting,verified
TC-HWSW-002,REQ-INT-005,Tests lock position sensor GPIO interface requirement,HW/SW integration test with signal injection,verified
TC-HWSW-002,REQ-SAFE-007,Verifies 2oo2 lock sensor requirement on hardware,HW/SW integration test with dual sensor voting,verified
TC-HWSW-002,REQ-SAFE-009,Verifies cross-channel lock verification requirement,HW/SW integration test with dual DCU boards,verified
TC-HWSW-003,REQ-INT-003,Tests obstacle sensor GPIO interrupt requirement on hardware,HW/SW integration test with obstacle pulse injection,verified
TC-HWSW-003,REQ-SAFE-004,Verifies obstacle detection ≤ 20 ms requirement,HW/SW integration test with ISR latency measurement,verified
TC-HWSW-004,REQ-INT-006,Tests hardware watchdog (IWDG) initialization requirement,HW/SW integration test on STM32H743,verified
TC-HWSW-004,REQ-SAFE-014,Verifies hardware watchdog 50 ms timeout requirement,HW/SW integration test with watchdog refresh timing,verified
TC-HWSW-005,REQ-INT-006,Tests hardware watchdog timeout and reset behavior,HW/SW integration test with refresh withheld,verified
TC-HWSW-005,REQ-SAFE-014,Verifies watchdog reset on refresh failure,HW/SW integration test,verified
TC-HWSW-006,REQ-INT-004,Tests lock actuator GPIO output requirement,HW/SW integration test with GPIO measurement,verified
TC-HWSW-007,REQ-INT-001,Tests PWM motor actuator duty cycle output requirement,HW/SW integration test with oscilloscope,verified
TC-HWSW-008,REQ-INT-001,Tests motor direction GPIO output requirement,HW/SW integration test with logic analyser,verified
TC-HWSW-009,REQ-INT-001,Tests motor fail-safe on safe state requirement,HW/SW integration test verifying duty=0,verified
TC-HWSW-009,REQ-SAFE-012,Verifies safe state trigger forces motor off,HW/SW integration test with oscilloscope,verified
TC-HWSW-010,REQ-INT-007,Tests CAN bus RX from TCMS requirement,HW/SW integration test with CAN analyser,verified
TC-HWSW-010,REQ-SAFE-001,Verifies speed interlock CAN RX requirement,HW/SW integration test with speed frame injection,verified
TC-HWSW-010,REQ-SAFE-003,Verifies CAN timeout assumes moving requirement,HW/SW integration test with frame withheld,verified
TC-HWSW-010,REQ-SAFE-016,Verifies CAN CRC-16 validation requirement,HW/SW integration test with corrupted frame,verified
TC-HWSW-011,REQ-INT-008,Tests CAN bus TX to TCMS requirement,HW/SW integration test with CAN analyser capture,verified
TC-HWSW-011,REQ-SAFE-008,Verifies all-doors-locked departure interlock TX requirement,HW/SW integration test,verified
TC-HWSW-012,REQ-INT-008,Tests CAN TX fault report frame requirement,HW/SW integration test with CAN analyser,verified
TC-HWSW-013,REQ-INT-010,Tests cross-channel SPI hardware exchange requirement,HW/SW integration test with dual DCU boards and SPI analyser,verified
TC-HWSW-013,REQ-SAFE-002,Verifies 2oo2 cross-channel speed requirement on hardware,HW/SW integration test,verified
TC-HWSW-013,REQ-SAFE-009,Verifies cross-channel lock verification on SPI hardware,HW/SW integration test,verified
TC-HWSW-014,REQ-INT-010,Tests SPI timeout detection requirement on hardware,HW/SW integration test with SPI disconnection,verified
TC-HWSW-014,REQ-SAFE-015,Verifies cross-channel software watchdog requirement,HW/SW integration test with SPI timeout,verified
TC-HWSW-015,REQ-SAFE-006,Tests ADC motor current sensing for obstacle detection requirement,HW/SW integration test with current ramp injection,verified
TC-HWSW-015,REQ-SAFE-004,Verifies obstacle detection via motor current on hardware,HW/SW integration test,verified
TC-HWSW-016,REQ-INT-009,Tests RS-485 DDU interface frame exchange requirement,HW/SW integration test with RS-485 analyser,verified
TC-HWSW-017,REQ-INT-011,Tests emergency release GPIO detection requirement,HW/SW integration test with switch activation,verified
TC-HWSW-018,REQ-INT-012,Tests Driver Control Panel GPIO I/O requirement,HW/SW integration test with DCP simulator,verified
TC-HWSW-019,REQ-INT-013,Tests diagnostics port mode-based access control requirement,HW/SW integration test with USB-UART adapter,verified
TC-HWSW-PERF-001,REQ-PERF-001,Tests WCET ≤ 16 ms requirement on target hardware,Performance test with DWT cycle counter on STM32H743,verified
TC-HWSW-PERF-001,REQ-PERF-008,Tests CPU utilization ≤ 80% requirement,Performance test with cycle time measurement,verified
TC-HWSW-PERF-002,REQ-PERF-010,Tests Flash code size ≤ 1600 KB requirement,Performance test with linker map analysis,verified
TC-HWSW-PERF-003,REQ-PERF-009,Tests RAM static allocation ≤ 800 KB requirement,Performance test with linker map analysis,verified
TC-HWSW-PERF-004,REQ-PERF-003,Tests obstacle ISR latency ≤ 50 μs requirement on hardware,Performance test with oscilloscope measurement,verified
TC-HWSW-PERF-004,REQ-SAFE-004,Verifies obstacle detection ≤ 20 ms total latency,Performance test on target hardware,verified
TC-HWSW-FAULT-001,REQ-SAFE-012,Tests safe state trigger on CAN controller fault,Fault injection test with CAN peripheral disabled,verified
TC-HWSW-FAULT-002,REQ-SAFE-018,Tests memory integrity check CRC failure detection,Fault injection test with corrupted safety globals,verified
TC-HWSW-FAULT-003,REQ-SAFE-018,Tests stack canary corruption detection,Fault injection test with stack overflow injection,verified
